## AeroDB
## Cart3D Solutions for the LGBB Geometry
##
## NASA Advanced Supercomputing - Applications Branch
## NASA Ames Research Center
## Mail Stop T27B-1
## Moffett Field, CA  94035-1000
##
## POC: Neal M. Chaderjian (nchaderjian@mail.arc.nasa.gov)
## Stuart E. Rogers (rogers@nas.nasa.gov)
## 
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
## lift = Lift Coefficient
## drag = Drag Coefficient
## pitch = Pitching Moment Coefficient
## side = Side-Force Coefficient
## yaw = Yawing Moment Coefficient
## roll = Rolling Moment Coefficient
##              
mach alpha beta lift  drag  pitch  side  yaw  roll
3.20 28 1.0 0.846900 0.505530 -0.003290 -0.003940 -0.002760 -0.001220
3.20 30 1.0 0.915360 0.583990 -0.006000 -0.003560 -0.002710 -0.001320
3.40 -5 1.0 -0.127260 0.066490 -0.004740 -0.010800 -0.000940 0.000190
3.40 -2 1.0 -0.058320 0.055640 -0.004040 -0.009930 -0.000940 0.000090
3.40 0 1.0 -0.012460 0.052840 -0.003600 -0.009190 -0.000890 0.000020
3.40 2 1.0 0.035280 0.053120 -0.003360 -0.008980 -0.000990 0.000000
3.40 5 1.0 0.110980 0.059790 -0.002810 -0.008640 -0.001160 -0.000010
3.40 8 1.0 0.191660 0.075510 -0.001720 -0.008510 -0.001260 -0.000060
3.40 10 1.0 0.247980 0.091790 -0.000700 -0.008080 -0.001390 -0.000150
3.40 12 1.0 0.306540 0.113150 0.000090 -0.007790 -0.001540 -0.000230
3.40 15 1.0 0.399310 0.155490 0.001040 -0.006500 -0.001810 -0.000370
3.40 17 1.0 0.463270 0.191010 0.001590 -0.006170 -0.002080 -0.000400
3.40 18 1.0 0.495150 0.210690 0.001580 -0.006270 -0.002220 -0.000420
3.40 20 1.0 0.559660 0.254580 0.001570 -0.005470 -0.002450 -0.000460
3.40 22 1.0 0.625320 0.304500 0.001420 -0.005130 -0.002700 -0.000680
3.40 24 1.0 0.693140 0.361470 0.000620 -0.004660 -0.002790 -0.000740
3.40 25 1.0 0.727800 0.392610 -0.000440 -0.004590 -0.002860 -0.000760
3.40 26 1.0 0.762510 0.425590 -0.001580 -0.004480 -0.002720 -0.000830
3.40 28 1.0 0.831150 0.496400 -0.004090 -0.004270 -0.002520 -0.000910
3.40 30 1.0 0.896880 0.573040 -0.006230 -0.003620 -0.002550 -0.000990
3.60 -5 1.0 -0.123190 0.064690 -0.005070 -0.010540 -0.000940 0.000210
3.60 -2 1.0 -0.056860 0.053940 -0.004000 -0.009600 -0.000950 0.000120
3.60 0 1.0 -0.012950 0.051270 -0.003370 -0.009180 -0.001010 0.000070
3.60 2 1.0 0.032690 0.051480 -0.002940 -0.008930 -0.001030 0.000030
3.60 5 1.0 0.105160 0.057720 -0.002070 -0.008690 -0.001140 0.000010
3.60 8 1.0 0.182890 0.072870 -0.000890 -0.008480 -0.001250 -0.000040
3.60 10 1.0 0.237760 0.088640 0.000150 -0.008190 -0.001390 -0.000110
3.60 12 1.0 0.295290 0.109510 0.000920 -0.007660 -0.001520 -0.000230
3.60 15 1.0 0.385770 0.150880 0.001960 -0.006550 -0.001840 -0.000350
3.60 17 1.0 0.447070 0.185180 0.002590 -0.006470 -0.002180 -0.000370
3.60 18 1.0 0.478400 0.204470 0.002780 -0.006260 -0.002340 -0.000390
3.60 20 1.0 0.542240 0.247390 0.003040 -0.005670 -0.002430 -0.000500
3.60 22 1.0 0.609510 0.297310 0.002300 -0.005100 -0.002460 -0.000610
3.60 24 1.0 0.677550 0.353790 0.000570 -0.004950 -0.002520 -0.000620
3.60 25 1.0 0.710600 0.384040 -0.000410 -0.005190 -0.002510 -0.000710
3.60 26 1.0 0.743860 0.416140 -0.001110 -0.004970 -0.002500 -0.000750
3.60 28 1.0 0.811020 0.485750 -0.002880 -0.004730 -0.002420 -0.000930
3.60 30 1.0 0.876210 0.561510 -0.004660 -0.003930 -0.002380 -0.000960
3.80 -5 1.0 -0.119220 0.063090 -0.005170 -0.010070 -0.000940 0.000230
3.80 -2 1.0 -0.055580 0.052420 -0.004040 -0.009340 -0.000950 0.000160
3.80 0 1.0 -0.013370 0.049830 -0.003240 -0.009000 -0.001020 0.000090
3.80 2 1.0 0.030190 0.049950 -0.002600 -0.008910 -0.001070 0.000060
3.80 5 1.0 0.099760 0.055900 -0.001560 -0.008700 -0.001180 0.000050
3.80 8 1.0 0.174880 0.070500 -0.000090 -0.008280 -0.001200 -0.000030
3.80 10 1.0 0.228260 0.085870 0.000970 -0.008130 -0.001320 -0.000140
3.80 12 1.0 0.284670 0.106220 0.001790 -0.007610 -0.001500 -0.000250
3.80 15 1.0 0.371790 0.146380 0.002920 -0.006660 -0.001890 -0.000310
3.80 17 1.0 0.432250 0.179980 0.003740 -0.006200 -0.002140 -0.000390
3.80 18 1.0 0.463040 0.198660 0.003890 -0.005980 -0.002210 -0.000390
3.80 20 1.0 0.527420 0.241260 0.003520 -0.005670 -0.002210 -0.000530
3.80 22 1.0 0.593050 0.290160 0.002420 -0.005670 -0.002300 -0.000630
3.80 24 1.0 0.659050 0.345520 0.001480 -0.005760 -0.002440 -0.000710
3.80 25 1.0 0.692740 0.375860 0.000800 -0.005770 -0.002370 -0.000830
3.80 26 1.0 0.726520 0.407950 0.000000 -0.005460 -0.002320 -0.000860
3.80 28 1.0 0.794590 0.477600 -0.001710 -0.004760 -0.002410 -0.000770
3.80 30 1.0 0.861320 0.553820 -0.004000 -0.003840 -0.002400 -0.000720
4.00 -5 1.0 -0.115780 0.061620 -0.005400 -0.010150 -0.001020 0.000230
4.00 -2 1.0 -0.054100 0.051060 -0.003870 -0.009030 -0.001000 0.000190
4.00 0 1.0 -0.013960 0.048480 -0.003100 -0.008840 -0.001020 0.000130
4.00 2 1.0 0.028000 0.048550 -0.002250 -0.008790 -0.001050 0.000080
4.00 5 1.0 0.094800 0.054220 -0.001000 -0.008560 -0.001110 0.000060
4.00 8 1.0 0.167220 0.068370 0.000610 -0.008210 -0.001200 -0.000040
4.00 10 1.0 0.219460 0.083310 0.001670 -0.008170 -0.001380 -0.000150
4.00 12 1.0 0.273890 0.103160 0.002530 -0.007420 -0.001510 -0.000220
4.00 15 1.0 0.359150 0.142400 0.004050 -0.006580 -0.001800 -0.000330
4.00 17 1.0 0.418750 0.175200 0.004530 -0.006240 -0.001990 -0.000420
4.00 18 1.0 0.449960 0.193980 0.004430 -0.006060 -0.002010 -0.000490
4.00 20 1.0 0.513340 0.236030 0.004130 -0.006150 -0.002220 -0.000600
4.00 22 1.0 0.578120 0.284300 0.003620 -0.006100 -0.002290 -0.000720
4.00 24 1.0 0.645790 0.339870 0.002240 -0.006070 -0.002260 -0.000820
4.00 25 1.0 0.680100 0.370360 0.001530 -0.005760 -0.002270 -0.000790
4.00 26 1.0 0.713800 0.402160 0.000480 -0.005760 -0.002350 -0.000770
4.00 28 1.0 0.781220 0.470970 -0.001520 -0.005060 -0.002540 -0.000630
4.00 30 1.0 0.846320 0.545630 -0.003630 -0.004290 -0.002520 -0.000590
4.20 -5 1.0 -0.112520 0.060320 -0.005480 -0.010040 -0.000990 0.000230
4.20 -2 1.0 -0.053260 0.049840 -0.003940 -0.008950 -0.001000 0.000210
4.20 0 1.0 -0.014420 0.047270 -0.002920 -0.008790 -0.001050 0.000150
4.20 2 1.0 0.025840 0.047320 -0.001950 -0.008680 -0.001080 0.000120
4.20 5 1.0 0.090110 0.052790 -0.000470 -0.008510 -0.001060 0.000060
4.20 10 1.0 0.211120 0.081100 0.002370 -0.007950 -0.001320 -0.000150
4.20 12 1.0 0.264280 0.100540 0.003420 -0.007420 -0.001520 -0.000250
4.20 15 1.0 0.347980 0.139000 0.004850 -0.006600 -0.001770 -0.000360
4.20 17 1.0 0.407620 0.171640 0.005070 -0.006430 -0.001950 -0.000520
4.20 18 1.0 0.438410 0.190240 0.005200 -0.006140 -0.001990 -0.000530
4.20 20 1.0 0.500980 0.231680 0.004800 -0.006130 -0.002130 -0.000640
4.20 22 1.0 0.568020 0.280460 0.003970 -0.006070 -0.002210 -0.000700
4.20 24 1.0 0.635130 0.335480 0.002230 -0.005780 -0.002210 -0.000620
4.20 25 1.0 0.668420 0.365290 0.001580 -0.005590 -0.002260 -0.000600
4.20 26 1.0 0.701200 0.396410 0.000680 -0.005500 -0.002340 -0.000530
4.20 28 1.0 0.767180 0.463910 -0.000610 -0.005110 -0.002480 -0.000460
4.20 30 1.0 0.829760 0.536320 -0.002130 -0.004730 -0.002520 -0.000530
4.40 -5 1.0 -0.109490 0.059150 -0.005560 -0.009980 -0.000960 0.000230
4.40 -2 1.0 -0.052270 0.048820 -0.003940 -0.008720 -0.000980 0.000220
4.40 0 1.0 -0.014740 0.046230 -0.002750 -0.008520 -0.001010 0.000170
4.40 2 1.0 0.023940 0.046220 -0.001690 -0.008460 -0.000980 0.000130
4.40 5 1.0 0.085740 0.051450 -0.000060 -0.008490 -0.001040 0.000050
4.40 8 1.0 0.153880 0.064830 0.001800 -0.008090 -0.001150 -0.000060
4.40 10 1.0 0.203710 0.079180 0.002920 -0.007910 -0.001340 -0.000160
4.40 12 1.0 0.255140 0.098190 0.004090 -0.007360 -0.001470 -0.000270
4.40 15 1.0 0.338590 0.136340 0.005280 -0.006720 -0.001680 -0.000450
4.40 17 1.0 0.396860 0.168400 0.005730 -0.006420 -0.001910 -0.000520
4.40 18 1.0 0.428070 0.186930 0.005780 -0.006330 -0.001970 -0.000590
4.40 20 1.0 0.491070 0.228180 0.004920 -0.006130 -0.002130 -0.000600
4.40 22 1.0 0.557420 0.276420 0.004000 -0.006000 -0.002190 -0.000510
4.40 24 1.0 0.622750 0.330300 0.002940 -0.005830 -0.002310 -0.000420
4.40 25 1.0 0.655760 0.359680 0.002240 -0.005720 -0.002400 -0.000410
4.40 26 1.0 0.688320 0.390460 0.001910 -0.005430 -0.002460 -0.000370
4.40 28 1.0 0.753010 0.456600 0.000490 -0.005330 -0.002510 -0.000480
4.40 30 1.0 0.819330 0.530580 -0.001150 -0.005120 -0.002710 -0.000660
4.60 -2 1.0 -0.051280 0.047760 -0.003870 -0.008730 -0.001000 0.000230
4.60 0 1.0 -0.015140 0.045290 -0.002690 -0.008370 -0.000960 0.000190
4.60 2 1.0 0.022130 0.045160 -0.001500 -0.008430 -0.000970 0.000140
4.60 5 1.0 0.084860 0.045530 0.001130 -0.013290 -0.000360 0.000010
4.60 8 1.0 0.148380 0.063440 0.002210 -0.007990 -0.001140 -0.000080
4.60 10 1.0 0.196860 0.077540 0.003430 -0.007670 -0.001290 -0.000190
4.60 12 1.0 0.247600 0.096330 0.004500 -0.007190 -0.001400 -0.000300
4.60 15 1.0 0.329980 0.134020 0.005750 -0.006750 -0.001730 -0.000440
4.60 17 1.0 0.388370 0.165840 0.005960 -0.006460 -0.001840 -0.000520
4.60 18 1.0 0.419180 0.184120 0.005700 -0.006380 -0.001970 -0.000560
4.60 20 1.0 0.482310 0.225160 0.005120 -0.006130 -0.002100 -0.000450
4.60 22 1.0 0.546050 0.272070 0.004570 -0.005970 -0.002270 -0.000310
4.60 24 1.0 0.610990 0.325300 0.004040 -0.005760 -0.002370 -0.000300
4.60 25 1.0 0.643300 0.354000 0.003290 -0.005760 -0.002530 -0.000290
4.60 26 1.0 0.677220 0.385100 0.002760 -0.005710 -0.002530 -0.000410
4.60 28 1.0 0.744850 0.452200 0.000890 -0.005530 -0.002600 -0.000570
4.60 30 1.0 0.811390 0.525750 -0.000810 -0.004990 -0.002560 -0.000760
4.80 -5 1.0 -0.104230 0.057060 -0.005810 -0.009630 -0.000850 0.000250
4.80 -2 1.0 -0.049830 0.046340 -0.004010 -0.008530 -0.000930 0.000210
4.80 0 1.0 -0.015310 0.044410 -0.002580 -0.008180 -0.000960 0.000200
4.80 2 1.0 0.020420 0.044310 -0.001370 -0.008380 -0.000920 0.000130
4.80 5 1.0 0.078440 0.049260 0.000780 -0.008240 -0.001010 0.000050
4.80 8 1.0 0.143580 0.062160 0.002590 -0.007970 -0.001120 -0.000100
4.80 10 1.0 0.190660 0.076040 0.003750 -0.007560 -0.001240 -0.000200
4.80 12 1.0 0.241060 0.094670 0.004850 -0.007210 -0.001390 -0.000330
4.80 15 1.0 0.321860 0.131820 0.005980 -0.006720 -0.001670 -0.000460
4.80 17 1.0 0.380770 0.163610 0.006180 -0.006340 -0.001820 -0.000490
4.80 18 1.0 0.410820 0.181570 0.005880 -0.006370 -0.001920 -0.000450
4.80 20 1.0 0.472820 0.221900 0.005740 -0.006240 -0.002170 -0.000300
4.80 22 1.0 0.535550 0.268060 0.005300 -0.006030 -0.002360 -0.000250
4.80 24 1.0 0.601590 0.321120 0.004280 -0.005950 -0.002470 -0.000350
4.80 25 1.0 0.635660 0.350450 0.003870 -0.005620 -0.002460 -0.000410
4.80 26 1.0 0.669090 0.380960 0.002890 -0.005700 -0.002550 -0.000450
4.80 28 1.0 0.738140 0.448200 0.001190 -0.005960 -0.002720 -0.000650
4.80 30 1.0 0.804110 0.521080 -0.000480 -0.004940 -0.002690 -0.000770
5.00 -5 1.0 -0.101910 0.056130 -0.005910 -0.009570 -0.000810 0.000250
5.00 -2 1.0 -0.047740 0.044950 -0.004110 -0.008660 -0.000990 0.000220
5.00 0 1.0 -0.015640 0.043640 -0.002540 -0.008260 -0.000980 0.000200
5.00 2 1.0 0.018980 0.043520 -0.001170 -0.008220 -0.000910 0.000140
5.00 5 1.0 0.075230 0.048320 0.000970 -0.008110 -0.000940 0.000040
5.00 8 1.0 0.139120 0.061050 0.002890 -0.007780 -0.001050 -0.000110
5.00 10 1.0 0.185350 0.074770 0.004030 -0.007540 -0.001190 -0.000220
5.00 12 1.0 0.234960 0.093210 0.005070 -0.007300 -0.001400 -0.000330
5.00 15 1.0 0.315180 0.130030 0.006160 -0.006760 -0.001650 -0.000450
5.00 17 1.0 0.373130 0.161430 0.006350 -0.006340 -0.001820 -0.000390
5.00 18 1.0 0.403350 0.179320 0.006400 -0.006260 -0.001940 -0.000310
5.00 20 1.0 0.463830 0.218880 0.006290 -0.005930 -0.002110 -0.000240
5.00 22 1.0 0.527960 0.265150 0.005690 -0.005930 -0.002320 -0.000260
5.00 24 1.0 0.594430 0.317870 0.004800 -0.006120 -0.002540 -0.000390
5.00 25 1.0 0.628070 0.346690 0.004010 -0.005970 -0.002490 -0.000460
5.00 26 1.0 0.662710 0.377650 0.003210 -0.006030 -0.002580 -0.000540
5.00 28 1.0 0.729950 0.443570 0.001740 -0.005810 -0.002490 -0.000700
5.00 30 1.0 0.795620 0.515660 -0.000130 -0.005180 -0.002670 -0.000780
5.20 -5 1.0 -0.099600 0.055290 -0.005900 -0.009510 -0.000850 0.000270
5.20 -2 1.0 -0.046970 0.044160 -0.004170 -0.009240 -0.000890 0.000240
5.20 0 1.0 -0.015680 0.042920 -0.002420 -0.008190 -0.000940 0.000210
5.20 2 1.0 0.017830 0.042840 -0.001000 -0.008100 -0.000920 0.000140
5.20 5 1.0 0.072420 0.047500 0.001160 -0.008070 -0.000950 0.000030
5.20 8 1.0 0.135020 0.059920 0.003090 -0.008780 -0.001020 -0.000120
5.20 10 1.0 0.180570 0.073590 0.004290 -0.008830 -0.001220 -0.000230
5.20 12 1.0 0.229110 0.091880 0.005380 -0.007290 -0.001380 -0.000350
5.20 15 1.0 0.308870 0.128470 0.006360 -0.006640 -0.001630 -0.000390
5.20 17 1.0 0.365890 0.159400 0.006560 -0.006260 -0.001860 -0.000260
5.20 18 1.0 0.395470 0.176960 0.006930 -0.006100 -0.001930 -0.000260
5.20 20 1.0 0.456990 0.216640 0.006730 -0.006070 -0.002150 -0.000230
5.20 22 1.0 0.520670 0.262240 0.006220 -0.006110 -0.002270 -0.000320
5.20 24 1.0 0.587320 0.314680 0.005090 -0.006150 -0.002430 -0.000450
5.20 25 1.0 0.621230 0.343410 0.004260 -0.006130 -0.002450 -0.000490
5.20 26 1.0 0.654760 0.373520 0.003490 -0.006200 -0.002480 -0.000580
5.20 28 1.0 0.721270 0.438610 0.002310 -0.006020 -0.002540 -0.000670
5.20 30 1.0 0.789760 0.511910 0.000310 -0.005030 -0.002480 -0.000770
5.40 -5 1.0 -0.097590 0.054490 -0.005910 -0.009470 -0.000820 0.000280
5.40 -2 1.0 -0.046210 0.043450 -0.004150 -0.008630 -0.000980 0.000240
5.40 0 1.0 -0.016130 0.042260 -0.002470 -0.008060 -0.000880 0.000220
5.40 5 1.0 0.069880 0.046740 0.001310 -0.007860 -0.000910 0.000040
5.40 8 1.0 0.131290 0.058980 0.003260 -0.007630 -0.001010 -0.000140
5.40 10 1.0 0.176120 0.072570 0.004480 -0.007480 -0.001180 -0.000240
5.40 12 1.0 0.223860 0.090740 0.005470 -0.007180 -0.001350 -0.000330
5.40 15 1.0 0.302670 0.126940 0.006470 -0.006380 -0.001620 -0.000290
5.40 17 1.0 0.359420 0.157640 0.007120 -0.006130 -0.001890 -0.000220
5.40 18 1.0 0.388740 0.174960 0.007140 -0.006040 -0.002010 -0.000210
5.40 20 1.0 0.450250 0.214300 0.007080 -0.006170 -0.002220 -0.000260
5.40 22 1.0 0.513670 0.259420 0.006650 -0.006220 -0.002330 -0.000390
5.40 24 1.0 0.579960 0.311240 0.005410 -0.006220 -0.002350 -0.000440
5.40 25 1.0 0.613050 0.339460 0.004820 -0.006210 -0.002360 -0.000480
5.40 26 1.0 0.647360 0.369810 0.004240 -0.006450 -0.002410 -0.000570
5.40 28 1.0 0.715100 0.435070 0.002340 -0.006060 -0.002470 -0.000670
5.40 30 1.0 0.783240 0.507690 -0.000070 -0.005530 -0.002650 -0.000730
5.60 -5 1.0 -0.095590 0.053830 -0.005900 -0.009330 -0.000770 0.000290
5.60 -2 1.0 -0.045500 0.042760 -0.004160 -0.008490 -0.000920 0.000240
5.60 0 1.0 -0.016220 0.041710 -0.002400 -0.007910 -0.000820 0.000210
5.60 2 1.0 0.015430 0.041680 -0.000820 -0.007960 -0.000900 0.000150
5.60 5 1.0 0.067670 0.046040 0.001470 -0.007730 -0.000890 0.000030
5.60 8 1.0 0.127750 0.058110 0.003390 -0.007580 -0.000990 -0.000150
5.60 10 1.0 0.171650 0.071680 0.004610 -0.007300 -0.001150 -0.000240
5.60 12 1.0 0.219290 0.089810 0.005710 -0.007050 -0.001340 -0.000300
5.60 15 1.0 0.297050 0.125550 0.006760 -0.006310 -0.001690 -0.000210
5.60 17 1.0 0.353640 0.155980 0.007300 -0.006060 -0.001910 -0.000220
5.60 18 1.0 0.382820 0.173230 0.007430 -0.006010 -0.002030 -0.000220
5.60 20 1.0 0.444090 0.212130 0.007550 -0.006140 -0.002230 -0.000300
5.60 22 1.0 0.506940 0.256720 0.007300 -0.006220 -0.002270 -0.000350
5.60 24 1.0 0.573190 0.308170 0.005910 -0.006660 -0.002340 -0.000460
5.60 25 1.0 0.607020 0.336470 0.005260 -0.006570 -0.002320 -0.000500
5.60 26 1.0 0.640980 0.366450 0.004520 -0.006400 -0.002330 -0.000580
5.60 28 1.0 0.709490 0.431780 0.002670 -0.006410 -0.002510 -0.000660
5.60 30 1.0 0.777440 0.503960 -0.000310 -0.005430 -0.002470 -0.000700
5.80 -5 1.0 -0.093690 0.053150 -0.005850 -0.009170 -0.000750 0.000300
5.80 -2 1.0 -0.044820 0.042090 -0.004140 -0.008380 -0.000860 0.000250
5.80 0 1.0 -0.015550 0.040790 -0.002500 -0.007740 -0.000860 0.000200
5.80 2 1.0 0.014450 0.041080 -0.000700 -0.007930 -0.000870 0.000140
5.80 5 1.0 0.065500 0.045370 0.001590 -0.007660 -0.000860 0.000030
5.80 8 1.0 0.124480 0.057370 0.003580 -0.007460 -0.000980 -0.000140
5.80 10 1.0 0.167720 0.070920 0.004750 -0.007280 -0.001120 -0.000250
5.80 12 1.0 0.215030 0.088960 0.005860 -0.006980 -0.001370 -0.000270
5.80 15 1.0 0.292050 0.124330 0.007160 -0.006250 -0.001750 -0.000210
5.80 17 1.0 0.348100 0.154420 0.007510 -0.006130 -0.001950 -0.000240
5.80 18 1.0 0.377520 0.171610 0.007710 -0.005940 -0.002020 -0.000270
5.80 20 1.0 0.437230 0.209690 0.007980 -0.006340 -0.002230 -0.000340
5.80 22 1.0 0.500180 0.254020 0.007430 -0.006460 -0.002220 -0.000370
5.80 24 1.0 0.566940 0.305190 0.006120 -0.006630 -0.002270 -0.000510
5.80 25 1.0 0.600620 0.333270 0.005340 -0.006840 -0.002330 -0.000580
5.80 26 1.0 0.635500 0.363590 0.004610 -0.006820 -0.002280 -0.000630
5.80 28 1.0 0.703460 0.428240 0.002240 -0.006530 -0.002400 -0.000690
5.80 30 1.0 0.771530 0.500040 -0.000340 -0.005820 -0.002550 -0.000750
6.00 -5 1.0 -0.092420 0.052730 -0.005970 -0.009200 -0.000760 0.000320
6.00 -2 1.0 -0.044170 0.041510 -0.004120 -0.008320 -0.000830 0.000250
6.00 0 1.0 -0.015600 0.040220 -0.002430 -0.007760 -0.000880 0.000200
6.00 2 1.0 0.013470 0.040600 -0.000610 -0.007820 -0.000860 0.000150
6.00 5 1.0 0.063530 0.044810 0.001680 -0.007560 -0.000850 0.000020
6.00 8 1.0 0.121530 0.056760 0.003730 -0.007400 -0.001010 -0.000130
6.00 10 1.0 0.164200 0.070270 0.004900 -0.007060 -0.001120 -0.000230
6.00 12 1.0 0.210970 0.088110 0.005970 -0.006740 -0.001390 -0.000210
6.00 15 1.0 0.287460 0.123210 0.007380 -0.006100 -0.001760 -0.000210
6.00 17 1.0 0.343010 0.152950 0.007830 -0.005950 -0.001960 -0.000270
6.00 20 1.0 0.431170 0.207630 0.008290 -0.006450 -0.002150 -0.000350
6.00 22 1.0 0.494500 0.251540 0.007530 -0.006590 -0.002230 -0.000440
6.00 24 1.0 0.561640 0.302680 0.006200 -0.006770 -0.002280 -0.000560
6.00 25 1.0 0.595760 0.330850 0.005890 -0.006970 -0.002240 -0.000660
6.00 26 1.0 0.629760 0.360440 0.004540 -0.006890 -0.002230 -0.000660
6.00 28 1.0 0.699200 0.425640 0.002340 -0.006410 -0.002270 -0.000750
6.00 30 1.0 0.766300 0.497050 0.000300 -0.006170 -0.002500 -0.000770
0.20 -5 2.0 -0.094190 0.000950 -0.028730 -0.022780 0.002350 0.000500
0.20 -2 2.0 0.061210 0.050010 -0.033710 -0.020260 0.002150 -0.000290
0.20 0 2.0 0.158510 0.053180 -0.037130 -0.018700 0.002000 -0.000750
0.20 1 2.0 0.204520 0.055980 -0.037980 -0.018000 0.001800 -0.001010
0.20 2 2.0 0.244220 0.058180 -0.037470 -0.017220 0.001780 -0.001280
0.20 5 2.0 0.376150 0.074240 -0.039920 -0.014040 0.001690 -0.002060
0.20 8 2.0 0.514090 0.097900 -0.042730 -0.010770 0.001370 -0.002870
0.20 10 2.0 0.607470 0.120690 -0.043160 -0.007910 0.001010 -0.003320
0.20 12 2.0 0.697370 0.151340 -0.043810 -0.004210 0.000520 -0.003840
0.20 15 2.0 0.834560 0.207040 -0.044420 0.002770 -0.000200 -0.004480
0.20 16 2.0 0.873420 0.226140 -0.045200 0.004840 -0.000660 -0.004620
0.20 17 2.0 0.920470 0.249190 -0.044780 0.007720 -0.000810 -0.004800
0.20 18 2.0 0.957970 0.270760 -0.045280 0.010560 -0.001120 -0.005170
0.20 19 2.0 0.999200 0.295280 -0.045260 0.013750 -0.001340 -0.005100
0.20 20 2.0 1.042930 0.322900 -0.045970 0.016340 -0.001490 -0.005230
0.20 21 2.0 1.079470 0.349920 -0.045770 0.019250 -0.001790 -0.005470
0.20 22 2.0 1.116450 0.379290 -0.046300 0.021010 -0.002290 -0.005710
0.20 23 2.0 1.155280 0.410500 -0.046430 0.022880 -0.002620 -0.005700
0.20 24 2.0 1.191960 0.444210 -0.047130 0.026940 -0.002620 -0.005390
0.20 25 2.0 1.233570 0.460250 -0.047680 0.028780 -0.003040 -0.005460
0.20 26 2.0 1.265750 0.497510 -0.048130 0.031050 -0.003240 -0.005490
0.20 27 2.0 1.294220 0.518760 -0.050670 0.032230 -0.003660 -0.005380
0.20 28 2.0 1.327260 0.561320 -0.050910 0.036620 -0.003210 -0.005270
0.20 29 2.0 1.350630 0.601690 -0.050850 0.037640 -0.003770 -0.004820
0.20 30 2.0 1.363520 0.653630 -0.051110 0.043430 -0.002890 -0.004460
0.30 -5 2.0 -0.099080 0.007980 -0.028320 -0.025030 0.002320 0.000460
0.30 -2 2.0 0.043730 0.023150 -0.030560 -0.023140 0.002290 -0.000240
0.30 0 2.0 0.140960 0.038600 -0.033120 -0.021560 0.001930 -0.000740
0.30 1 2.0 0.186830 0.041290 -0.033960 -0.020710 0.001800 -0.001010
0.30 2 2.0 0.234350 0.044620 -0.034920 -0.019600 0.001830 -0.001260
0.30 5 2.0 0.374150 0.062370 -0.038080 -0.017160 0.001530 -0.002120
0.30 8 2.0 0.516830 0.087680 -0.041220 -0.014160 0.001290 -0.003040
0.30 10 2.0 0.615040 0.110880 -0.042380 -0.011010 0.000890 -0.003530
0.30 12 2.0 0.709060 0.139460 -0.043400 -0.006260 0.000500 -0.004150
0.30 15 2.0 0.851660 0.193940 -0.044120 0.001170 -0.000300 -0.004820
0.30 16 2.0 0.897520 0.214480 -0.044510 0.004310 -0.000510 -0.005010
0.30 17 2.0 0.943840 0.236660 -0.044980 0.007810 -0.000880 -0.005160
0.30 18 2.0 0.985530 0.259490 -0.046100 0.010060 -0.001250 -0.005400
0.30 19 2.0 1.030820 0.285690 -0.048070 0.013550 -0.001630 -0.005560
0.30 20 2.0 1.075140 0.313520 -0.048130 0.016720 -0.001960 -0.005810
0.30 21 2.0 1.114630 0.341980 -0.049820 0.019820 -0.002370 -0.006040
0.30 22 2.0 1.152180 0.372020 -0.050680 0.021750 -0.002760 -0.005910
0.30 23 2.0 1.191770 0.405620 -0.053440 0.023610 -0.003090 -0.006100
0.30 24 2.0 1.227050 0.439680 -0.054960 0.027090 -0.003240 -0.005840
0.30 25 2.0 1.259870 0.476160 -0.055860 0.030160 -0.003070 -0.005580
0.30 26 2.0 1.284290 0.511980 -0.056670 0.033410 -0.003350 -0.005230
0.30 27 2.0 1.309820 0.549960 -0.057540 0.034560 -0.003840 -0.004790
0.30 28 2.0 1.336390 0.590720 -0.056140 0.037690 -0.003200 -0.004350
0.30 29 2.0 1.349370 0.627560 -0.056820 0.039430 -0.003360 -0.003660
0.30 30 2.0 1.369570 0.668350 -0.056810 0.042310 -0.003050 -0.003430
0.40 -5 2.0 -0.102560 0.014570 -0.027810 -0.026140 0.002270 0.000300
0.40 -2 2.0 0.047390 0.032020 -0.031960 -0.024730 0.001920 -0.000300
0.40 0 2.0 0.137520 0.032450 -0.032790 -0.023660 0.001890 -0.000830
0.40 1 2.0 0.182980 0.034740 -0.033560 -0.022880 0.001930 -0.001130
0.40 2 2.0 0.230200 0.037250 -0.034110 -0.022190 0.002090 -0.001400
0.40 5 2.0 0.375450 0.053430 -0.037020 -0.019700 0.001880 -0.002300
0.40 8 2.0 0.524490 0.081770 -0.040240 -0.015580 0.001290 -0.003130
0.40 10 2.0 0.624480 0.106200 -0.041880 -0.012330 0.001050 -0.003710
0.40 12 2.0 0.724970 0.136690 -0.043170 -0.007330 0.000600 -0.004410
0.40 15 2.0 0.870990 0.190850 -0.045680 0.000140 -0.000440 -0.005180
0.40 16 2.0 0.918310 0.211720 -0.046770 0.003030 -0.000930 -0.005390
0.40 17 2.0 0.964780 0.233890 -0.048070 0.006780 -0.000880 -0.005630
0.40 18 2.0 1.013410 0.258960 -0.049640 0.009540 -0.001480 -0.005750
0.40 19 2.0 1.056670 0.284410 -0.052240 0.013050 -0.001580 -0.005910
0.40 20 2.0 1.098440 0.312020 -0.055240 0.015190 -0.002200 -0.006080
