## rows of lgbb_as_planned.txt which were not included
## in lgbb_as.txt (helpful for predicting at the remaining
## grid locations)
##
## Applied Math & Statistics Department
## University of California, Santa Cruz
## 1156 High St.
## Santa Cruz, CA 95064
##
## POC: Robert B. Gramacy (rbgramacy@ams.ucsc.edu))
## Herbert K.H. Lee (herbie@ams.ucsc.edu)
## 
## index = row number from lgbb_planned.txt
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
##
index mach alpha beta
15560 5.95 19 1.5
15561 6 19 1.5
15562 0.2 20 1.5
15563 0.25 20 1.5
15564 0.3 20 1.5
15565 0.35 20 1.5
15566 0.4 20 1.5
15567 0.45 20 1.5
15568 0.5 20 1.5
15569 0.55 20 1.5
15571 0.65 20 1.5
15572 0.7 20 1.5
15574 0.8 20 1.5
15575 0.85 20 1.5
15576 0.9 20 1.5
15577 0.95 20 1.5
15578 1 20 1.5
15579 1.05 20 1.5
15580 1.1 20 1.5
15581 1.15 20 1.5
15582 1.2 20 1.5
15583 1.25 20 1.5
15584 1.3 20 1.5
15585 1.35 20 1.5
15586 1.4 20 1.5
15587 1.45 20 1.5
15588 1.5 20 1.5
15589 1.55 20 1.5
15590 1.6 20 1.5
15591 1.65 20 1.5
15592 1.7 20 1.5
15593 1.75 20 1.5
15595 1.85 20 1.5
15596 1.9 20 1.5
15597 1.95 20 1.5
15598 2 20 1.5
15599 2.05 20 1.5
15600 2.1 20 1.5
15601 2.15 20 1.5
15602 2.2 20 1.5
15603 2.25 20 1.5
15605 2.35 20 1.5
15606 2.4 20 1.5
15607 2.45 20 1.5
15608 2.5 20 1.5
15609 2.55 20 1.5
15610 2.6 20 1.5
15611 2.65 20 1.5
15612 2.7 20 1.5
15613 2.75 20 1.5
15614 2.8 20 1.5
15615 2.85 20 1.5
15616 2.9 20 1.5
15617 2.95 20 1.5
15618 3 20 1.5
15619 3.05 20 1.5
15620 3.1 20 1.5
15621 3.15 20 1.5
15622 3.2 20 1.5
15623 3.25 20 1.5
15624 3.3 20 1.5
15625 3.35 20 1.5
15626 3.4 20 1.5
15627 3.45 20 1.5
15628 3.5 20 1.5
15629 3.55 20 1.5
15630 3.6 20 1.5
15631 3.65 20 1.5
15632 3.7 20 1.5
15633 3.75 20 1.5
15634 3.8 20 1.5
15635 3.85 20 1.5
15636 3.9 20 1.5
15637 3.95 20 1.5
15638 4 20 1.5
15639 4.05 20 1.5
15640 4.1 20 1.5
15641 4.15 20 1.5
15642 4.2 20 1.5
15643 4.25 20 1.5
15644 4.3 20 1.5
15645 4.35 20 1.5
15646 4.4 20 1.5
15647 4.45 20 1.5
15648 4.5 20 1.5
15649 4.55 20 1.5
15650 4.6 20 1.5
15651 4.65 20 1.5
15652 4.7 20 1.5
15653 4.75 20 1.5
15654 4.8 20 1.5
15655 4.85 20 1.5
15656 4.9 20 1.5
15657 4.95 20 1.5
15658 5 20 1.5
15659 5.05 20 1.5
15660 5.1 20 1.5
15661 5.15 20 1.5
15662 5.2 20 1.5
15663 5.25 20 1.5
15664 5.3 20 1.5
15665 5.35 20 1.5
15666 5.4 20 1.5
15667 5.45 20 1.5
15668 5.5 20 1.5
15669 5.55 20 1.5
15670 5.6 20 1.5
15671 5.65 20 1.5
15672 5.7 20 1.5
15673 5.75 20 1.5
15674 5.8 20 1.5
15675 5.85 20 1.5
15676 5.9 20 1.5
15677 5.95 20 1.5
15678 6 20 1.5
15679 0.2 21 1.5
15680 0.25 21 1.5
15681 0.3 21 1.5
15682 0.35 21 1.5
15683 0.4 21 1.5
15684 0.45 21 1.5
15685 0.5 21 1.5
15686 0.55 21 1.5
15687 0.6 21 1.5
15688 0.65 21 1.5
15689 0.7 21 1.5
15690 0.75 21 1.5
15691 0.8 21 1.5
15692 0.85 21 1.5
15693 0.9 21 1.5
15694 0.95 21 1.5
15695 1 21 1.5
15696 1.05 21 1.5
15698 1.15 21 1.5
15699 1.2 21 1.5
15700 1.25 21 1.5
15701 1.3 21 1.5
15702 1.35 21 1.5
15703 1.4 21 1.5
15704 1.45 21 1.5
15705 1.5 21 1.5
15706 1.55 21 1.5
15707 1.6 21 1.5
15708 1.65 21 1.5
15709 1.7 21 1.5
15710 1.75 21 1.5
15711 1.8 21 1.5
15712 1.85 21 1.5
15713 1.9 21 1.5
15714 1.95 21 1.5
15715 2 21 1.5
15716 2.05 21 1.5
15717 2.1 21 1.5
15718 2.15 21 1.5
15719 2.2 21 1.5
15720 2.25 21 1.5
15721 2.3 21 1.5
15722 2.35 21 1.5
15723 2.4 21 1.5
15724 2.45 21 1.5
15725 2.5 21 1.5
15726 2.55 21 1.5
15727 2.6 21 1.5
15728 2.65 21 1.5
15729 2.7 21 1.5
15730 2.75 21 1.5
15731 2.8 21 1.5
15732 2.85 21 1.5
15733 2.9 21 1.5
15734 2.95 21 1.5
15735 3 21 1.5
15736 3.05 21 1.5
15737 3.1 21 1.5
15738 3.15 21 1.5
15739 3.2 21 1.5
15740 3.25 21 1.5
15741 3.3 21 1.5
15742 3.35 21 1.5
15743 3.4 21 1.5
15744 3.45 21 1.5
15745 3.5 21 1.5
15746 3.55 21 1.5
15747 3.6 21 1.5
15748 3.65 21 1.5
15749 3.7 21 1.5
15750 3.75 21 1.5
15751 3.8 21 1.5
15752 3.85 21 1.5
15753 3.9 21 1.5
15754 3.95 21 1.5
15755 4 21 1.5
15756 4.05 21 1.5
15757 4.1 21 1.5
15758 4.15 21 1.5
15759 4.2 21 1.5
15760 4.25 21 1.5
15761 4.3 21 1.5
15762 4.35 21 1.5
15763 4.4 21 1.5
15764 4.45 21 1.5
15765 4.5 21 1.5
15766 4.55 21 1.5
15767 4.6 21 1.5
15768 4.65 21 1.5
15769 4.7 21 1.5
15770 4.75 21 1.5
15771 4.8 21 1.5
15772 4.85 21 1.5
15773 4.9 21 1.5
15774 4.95 21 1.5
15775 5 21 1.5
15776 5.05 21 1.5
15777 5.1 21 1.5
15778 5.15 21 1.5
15779 5.2 21 1.5
15780 5.25 21 1.5
15781 5.3 21 1.5
15782 5.35 21 1.5
15783 5.4 21 1.5
15784 5.45 21 1.5
15785 5.5 21 1.5
15786 5.55 21 1.5
15787 5.6 21 1.5
15788 5.65 21 1.5
15789 5.7 21 1.5
15790 5.75 21 1.5
15791 5.8 21 1.5
15792 5.85 21 1.5
15793 5.9 21 1.5
15794 5.95 21 1.5
15795 6 21 1.5
15796 0.2 22 1.5
15797 0.25 22 1.5
15798 0.3 22 1.5
15799 0.35 22 1.5
15800 0.4 22 1.5
15801 0.45 22 1.5
15802 0.5 22 1.5
15803 0.55 22 1.5
15804 0.6 22 1.5
15805 0.65 22 1.5
15806 0.7 22 1.5
15807 0.75 22 1.5
15810 0.9 22 1.5
15811 0.95 22 1.5
15812 1 22 1.5
15813 1.05 22 1.5
15814 1.1 22 1.5
15815 1.15 22 1.5
15816 1.2 22 1.5
15817 1.25 22 1.5
15818 1.3 22 1.5
15819 1.35 22 1.5
15820 1.4 22 1.5
15821 1.45 22 1.5
15822 1.5 22 1.5
15823 1.55 22 1.5
15824 1.6 22 1.5
15825 1.65 22 1.5
15826 1.7 22 1.5
15827 1.75 22 1.5
15828 1.8 22 1.5
15829 1.85 22 1.5
15830 1.9 22 1.5
15831 1.95 22 1.5
15832 2 22 1.5
15833 2.05 22 1.5
15834 2.1 22 1.5
15835 2.15 22 1.5
15836 2.2 22 1.5
15837 2.25 22 1.5
15838 2.3 22 1.5
15839 2.35 22 1.5
15840 2.4 22 1.5
15841 2.45 22 1.5
15842 2.5 22 1.5
15843 2.55 22 1.5
15844 2.6 22 1.5
15845 2.65 22 1.5
15846 2.7 22 1.5
15847 2.75 22 1.5
15848 2.8 22 1.5
15849 2.85 22 1.5
15850 2.9 22 1.5
15851 2.95 22 1.5
15852 3 22 1.5
15853 3.05 22 1.5
15854 3.1 22 1.5
15855 3.15 22 1.5
15856 3.2 22 1.5
15857 3.25 22 1.5
15858 3.3 22 1.5
15859 3.35 22 1.5
15860 3.4 22 1.5
15861 3.45 22 1.5
15862 3.5 22 1.5
15863 3.55 22 1.5
15864 3.6 22 1.5
15865 3.65 22 1.5
15866 3.7 22 1.5
15867 3.75 22 1.5
15868 3.8 22 1.5
15869 3.85 22 1.5
15870 3.9 22 1.5
15871 3.95 22 1.5
15872 4 22 1.5
15873 4.05 22 1.5
15874 4.1 22 1.5
15875 4.15 22 1.5
15876 4.2 22 1.5
15877 4.25 22 1.5
15878 4.3 22 1.5
15879 4.35 22 1.5
15880 4.4 22 1.5
15881 4.45 22 1.5
15882 4.5 22 1.5
15883 4.55 22 1.5
15884 4.6 22 1.5
15885 4.65 22 1.5
15886 4.7 22 1.5
15887 4.75 22 1.5
15888 4.8 22 1.5
15889 4.85 22 1.5
15890 4.9 22 1.5
15891 4.95 22 1.5
15892 5 22 1.5
15893 5.05 22 1.5
15894 5.1 22 1.5
15895 5.15 22 1.5
15896 5.2 22 1.5
15897 5.25 22 1.5
15898 5.3 22 1.5
15899 5.35 22 1.5
15900 5.4 22 1.5
15901 5.45 22 1.5
15903 5.55 22 1.5
15904 5.6 22 1.5
15905 5.65 22 1.5
15906 5.7 22 1.5
15907 5.75 22 1.5
15908 5.8 22 1.5
15909 5.85 22 1.5
15910 5.9 22 1.5
15911 5.95 22 1.5
15912 6 22 1.5
15914 0.25 23 1.5
15915 0.3 23 1.5
15916 0.35 23 1.5
15917 0.4 23 1.5
15918 0.45 23 1.5
15919 0.5 23 1.5
15920 0.55 23 1.5
15921 0.6 23 1.5
15922 0.65 23 1.5
15923 0.7 23 1.5
15924 0.75 23 1.5
15925 0.8 23 1.5
15926 0.85 23 1.5
15927 0.9 23 1.5
15929 1 23 1.5
15930 1.05 23 1.5
15931 1.1 23 1.5
15932 1.15 23 1.5
15933 1.2 23 1.5
15934 1.25 23 1.5
15935 1.3 23 1.5
15936 1.35 23 1.5
15937 1.4 23 1.5
15938 1.45 23 1.5
15939 1.5 23 1.5
15940 1.55 23 1.5
15941 1.6 23 1.5
15942 1.65 23 1.5
15943 1.7 23 1.5
15945 1.8 23 1.5
15946 1.85 23 1.5
15947 1.9 23 1.5
15948 1.95 23 1.5
15949 2 23 1.5
15950 2.05 23 1.5
15951 2.1 23 1.5
15952 2.15 23 1.5
15953 2.2 23 1.5
15954 2.25 23 1.5
15955 2.3 23 1.5
15956 2.35 23 1.5
15957 2.4 23 1.5
15958 2.45 23 1.5
15959 2.5 23 1.5
15960 2.55 23 1.5
15961 2.6 23 1.5
15962 2.65 23 1.5
15963 2.7 23 1.5
15964 2.75 23 1.5
15965 2.8 23 1.5
15966 2.85 23 1.5
15967 2.9 23 1.5
15969 3 23 1.5
15970 3.05 23 1.5
15971 3.1 23 1.5
15972 3.15 23 1.5
15973 3.2 23 1.5
15974 3.25 23 1.5
15975 3.3 23 1.5
15976 3.35 23 1.5
15977 3.4 23 1.5
15978 3.45 23 1.5
15979 3.5 23 1.5
15980 3.55 23 1.5
15981 3.6 23 1.5
15982 3.65 23 1.5
15983 3.7 23 1.5
15984 3.75 23 1.5
15985 3.8 23 1.5
15986 3.85 23 1.5
15987 3.9 23 1.5
15988 3.95 23 1.5
15989 4 23 1.5
15990 4.05 23 1.5
15991 4.1 23 1.5
15992 4.15 23 1.5
15993 4.2 23 1.5
15994 4.25 23 1.5
15995 4.3 23 1.5
15996 4.35 23 1.5
15997 4.4 23 1.5
15998 4.45 23 1.5
15999 4.5 23 1.5
16000 4.55 23 1.5
16001 4.6 23 1.5
16002 4.65 23 1.5
16003 4.7 23 1.5
16004 4.75 23 1.5
16005 4.8 23 1.5
16006 4.85 23 1.5
16007 4.9 23 1.5
16008 4.95 23 1.5
16009 5 23 1.5
16010 5.05 23 1.5
16011 5.1 23 1.5
16012 5.15 23 1.5
16013 5.2 23 1.5
16014 5.25 23 1.5
16015 5.3 23 1.5
16016 5.35 23 1.5
16017 5.4 23 1.5
16018 5.45 23 1.5
16019 5.5 23 1.5
16020 5.55 23 1.5
16021 5.6 23 1.5
16022 5.65 23 1.5
16023 5.7 23 1.5
16024 5.75 23 1.5
16025 5.8 23 1.5
16026 5.85 23 1.5
16027 5.9 23 1.5
16028 5.95 23 1.5
16029 6 23 1.5
16030 0.2 24 1.5
16031 0.25 24 1.5
16032 0.3 24 1.5
16033 0.35 24 1.5
16034 0.4 24 1.5
16035 0.45 24 1.5
16036 0.5 24 1.5
16037 0.55 24 1.5
16038 0.6 24 1.5
16039 0.65 24 1.5
16040 0.7 24 1.5
16041 0.75 24 1.5
16042 0.8 24 1.5
16043 0.85 24 1.5
16044 0.9 24 1.5
16045 0.95 24 1.5
16046 1 24 1.5
16047 1.05 24 1.5
16048 1.1 24 1.5
16049 1.15 24 1.5
16050 1.2 24 1.5
16051 1.25 24 1.5
16052 1.3 24 1.5
16053 1.35 24 1.5
16055 1.45 24 1.5
16056 1.5 24 1.5
16057 1.55 24 1.5
16058 1.6 24 1.5
16059 1.65 24 1.5
16060 1.7 24 1.5
16061 1.75 24 1.5
16062 1.8 24 1.5
16063 1.85 24 1.5
16064 1.9 24 1.5
16065 1.95 24 1.5
16066 2 24 1.5
16067 2.05 24 1.5
16068 2.1 24 1.5
16069 2.15 24 1.5
16070 2.2 24 1.5
16071 2.25 24 1.5
16072 2.3 24 1.5
16073 2.35 24 1.5
16074 2.4 24 1.5
16075 2.45 24 1.5
16076 2.5 24 1.5
16077 2.55 24 1.5
16078 2.6 24 1.5
16079 2.65 24 1.5
16080 2.7 24 1.5
16081 2.75 24 1.5
16082 2.8 24 1.5
16083 2.85 24 1.5
16084 2.9 24 1.5
16085 2.95 24 1.5
16086 3 24 1.5
16087 3.05 24 1.5
16088 3.1 24 1.5
16089 3.15 24 1.5
16090 3.2 24 1.5
16091 3.25 24 1.5
16092 3.3 24 1.5
16093 3.35 24 1.5
16094 3.4 24 1.5
16095 3.45 24 1.5
16096 3.5 24 1.5
16097 3.55 24 1.5
16098 3.6 24 1.5
16099 3.65 24 1.5
16100 3.7 24 1.5
16101 3.75 24 1.5
16102 3.8 24 1.5
16103 3.85 24 1.5
16104 3.9 24 1.5
16106 4 24 1.5
16107 4.05 24 1.5
16108 4.1 24 1.5
16109 4.15 24 1.5
16110 4.2 24 1.5
16111 4.25 24 1.5
16112 4.3 24 1.5
16113 4.35 24 1.5
16114 4.4 24 1.5
16115 4.45 24 1.5
16116 4.5 24 1.5
16117 4.55 24 1.5
16118 4.6 24 1.5
16120 4.7 24 1.5
16121 4.75 24 1.5
16122 4.8 24 1.5
16123 4.85 24 1.5
16124 4.9 24 1.5
16125 4.95 24 1.5
16126 5 24 1.5
16127 5.05 24 1.5
16128 5.1 24 1.5
16129 5.15 24 1.5
16130 5.2 24 1.5
16131 5.25 24 1.5
16132 5.3 24 1.5
16133 5.35 24 1.5
16134 5.4 24 1.5
16135 5.45 24 1.5
16136 5.5 24 1.5
16137 5.55 24 1.5
16138 5.6 24 1.5
16139 5.65 24 1.5
16140 5.7 24 1.5
16141 5.75 24 1.5
16142 5.8 24 1.5
16143 5.85 24 1.5
16144 5.9 24 1.5
16145 5.95 24 1.5
16146 6 24 1.5
16147 0.2 25 1.5
16148 0.25 25 1.5
16149 0.3 25 1.5
16150 0.35 25 1.5
16151 0.4 25 1.5
16152 0.45 25 1.5
16154 0.55 25 1.5
16155 0.6 25 1.5
16156 0.65 25 1.5
16157 0.7 25 1.5
16158 0.75 25 1.5
16159 0.8 25 1.5
16160 0.85 25 1.5
16161 0.9 25 1.5
16163 1 25 1.5
16164 1.05 25 1.5
16165 1.1 25 1.5
16166 1.15 25 1.5
16167 1.2 25 1.5
16168 1.25 25 1.5
16169 1.3 25 1.5
16170 1.35 25 1.5
16171 1.4 25 1.5
16172 1.45 25 1.5
16173 1.5 25 1.5
16174 1.55 25 1.5
16175 1.6 25 1.5
16176 1.65 25 1.5
16177 1.7 25 1.5
16178 1.75 25 1.5
16179 1.8 25 1.5
16180 1.85 25 1.5
16181 1.9 25 1.5
16182 1.95 25 1.5
16183 2 25 1.5
16184 2.05 25 1.5
16185 2.1 25 1.5
16186 2.15 25 1.5
16187 2.2 25 1.5
16188 2.25 25 1.5
16189 2.3 25 1.5
16190 2.35 25 1.5
16191 2.4 25 1.5
16192 2.45 25 1.5
16193 2.5 25 1.5
16194 2.55 25 1.5
16195 2.6 25 1.5
16196 2.65 25 1.5
16197 2.7 25 1.5
16198 2.75 25 1.5
16199 2.8 25 1.5
16200 2.85 25 1.5
16201 2.9 25 1.5
16202 2.95 25 1.5
16203 3 25 1.5
16204 3.05 25 1.5
16205 3.1 25 1.5
16206 3.15 25 1.5
16207 3.2 25 1.5
16208 3.25 25 1.5
16209 3.3 25 1.5
16210 3.35 25 1.5
16211 3.4 25 1.5
16212 3.45 25 1.5
16213 3.5 25 1.5
16214 3.55 25 1.5
16215 3.6 25 1.5
16216 3.65 25 1.5
16217 3.7 25 1.5
16218 3.75 25 1.5
16219 3.8 25 1.5
16220 3.85 25 1.5
16221 3.9 25 1.5
16222 3.95 25 1.5
16223 4 25 1.5
16224 4.05 25 1.5
16225 4.1 25 1.5
16226 4.15 25 1.5
16227 4.2 25 1.5
16228 4.25 25 1.5
16229 4.3 25 1.5
16230 4.35 25 1.5
16231 4.4 25 1.5
16232 4.45 25 1.5
16233 4.5 25 1.5
16234 4.55 25 1.5
16235 4.6 25 1.5
16236 4.65 25 1.5
16237 4.7 25 1.5
16238 4.75 25 1.5
16239 4.8 25 1.5
16240 4.85 25 1.5
16241 4.9 25 1.5
16242 4.95 25 1.5
16243 5 25 1.5
16244 5.05 25 1.5
16245 5.1 25 1.5
16246 5.15 25 1.5
16247 5.2 25 1.5
16248 5.25 25 1.5
16249 5.3 25 1.5
16250 5.35 25 1.5
16251 5.4 25 1.5
16252 5.45 25 1.5
16253 5.5 25 1.5
16254 5.55 25 1.5
16255 5.6 25 1.5
16256 5.65 25 1.5
16257 5.7 25 1.5
16258 5.75 25 1.5
16259 5.8 25 1.5
16260 5.85 25 1.5
16261 5.9 25 1.5
16262 5.95 25 1.5
16263 6 25 1.5
16264 0.2 26 1.5
16265 0.25 26 1.5
16267 0.35 26 1.5
16268 0.4 26 1.5
16269 0.45 26 1.5
16270 0.5 26 1.5
16271 0.55 26 1.5
16272 0.6 26 1.5
16273 0.65 26 1.5
16274 0.7 26 1.5
16275 0.75 26 1.5
16276 0.8 26 1.5
16278 0.9 26 1.5
16279 0.95 26 1.5
16280 1 26 1.5
16281 1.05 26 1.5
16283 1.15 26 1.5
16284 1.2 26 1.5
16285 1.25 26 1.5
16286 1.3 26 1.5
16287 1.35 26 1.5
16288 1.4 26 1.5
16289 1.45 26 1.5
16290 1.5 26 1.5
16291 1.55 26 1.5
16292 1.6 26 1.5
16293 1.65 26 1.5
16294 1.7 26 1.5
16295 1.75 26 1.5
16296 1.8 26 1.5
16297 1.85 26 1.5
16298 1.9 26 1.5
16299 1.95 26 1.5
16300 2 26 1.5
16301 2.05 26 1.5
16303 2.15 26 1.5
16304 2.2 26 1.5
16305 2.25 26 1.5
16306 2.3 26 1.5
16307 2.35 26 1.5
16308 2.4 26 1.5
16309 2.45 26 1.5
16310 2.5 26 1.5
16311 2.55 26 1.5
16312 2.6 26 1.5
16313 2.65 26 1.5
16314 2.7 26 1.5
16315 2.75 26 1.5
16316 2.8 26 1.5
16317 2.85 26 1.5
16318 2.9 26 1.5
16319 2.95 26 1.5
16320 3 26 1.5
16321 3.05 26 1.5
16322 3.1 26 1.5
16323 3.15 26 1.5
16324 3.2 26 1.5
16325 3.25 26 1.5
16326 3.3 26 1.5
16327 3.35 26 1.5
16328 3.4 26 1.5
16329 3.45 26 1.5
16330 3.5 26 1.5
16331 3.55 26 1.5
16332 3.6 26 1.5
16333 3.65 26 1.5
16334 3.7 26 1.5
16335 3.75 26 1.5
16336 3.8 26 1.5
16337 3.85 26 1.5
16338 3.9 26 1.5
16339 3.95 26 1.5
16340 4 26 1.5
16341 4.05 26 1.5
16342 4.1 26 1.5
16343 4.15 26 1.5
16344 4.2 26 1.5
16345 4.25 26 1.5
16346 4.3 26 1.5
16347 4.35 26 1.5
16348 4.4 26 1.5
16349 4.45 26 1.5
16350 4.5 26 1.5
16351 4.55 26 1.5
16352 4.6 26 1.5
16353 4.65 26 1.5
16354 4.7 26 1.5
16355 4.75 26 1.5
16356 4.8 26 1.5
16357 4.85 26 1.5
16358 4.9 26 1.5
16359 4.95 26 1.5
16360 5 26 1.5
16361 5.05 26 1.5
16362 5.1 26 1.5
16363 5.15 26 1.5
16364 5.2 26 1.5
16365 5.25 26 1.5
16366 5.3 26 1.5
16367 5.35 26 1.5
16368 5.4 26 1.5
16369 5.45 26 1.5
16370 5.5 26 1.5
16371 5.55 26 1.5
16372 5.6 26 1.5
16373 5.65 26 1.5
16374 5.7 26 1.5
16375 5.75 26 1.5
16376 5.8 26 1.5
16377 5.85 26 1.5
16378 5.9 26 1.5
16379 5.95 26 1.5
16380 6 26 1.5
16381 0.2 27 1.5
16382 0.25 27 1.5
16383 0.3 27 1.5
16384 0.35 27 1.5
16385 0.4 27 1.5
16386 0.45 27 1.5
16387 0.5 27 1.5
16388 0.55 27 1.5
16389 0.6 27 1.5
16390 0.65 27 1.5
16391 0.7 27 1.5
16392 0.75 27 1.5
16393 0.8 27 1.5
16394 0.85 27 1.5
16396 0.95 27 1.5
16398 1.05 27 1.5
16399 1.1 27 1.5
16400 1.15 27 1.5
16401 1.2 27 1.5
16402 1.25 27 1.5
16403 1.3 27 1.5
16404 1.35 27 1.5
16405 1.4 27 1.5
16406 1.45 27 1.5
16407 1.5 27 1.5
16408 1.55 27 1.5
16409 1.6 27 1.5
16411 1.7 27 1.5
16412 1.75 27 1.5
16413 1.8 27 1.5
16414 1.85 27 1.5
16415 1.9 27 1.5
16416 1.95 27 1.5
16417 2 27 1.5
16418 2.05 27 1.5
16419 2.1 27 1.5
16420 2.15 27 1.5
16421 2.2 27 1.5
16422 2.25 27 1.5
16423 2.3 27 1.5
16424 2.35 27 1.5
16425 2.4 27 1.5
16426 2.45 27 1.5
16427 2.5 27 1.5
16428 2.55 27 1.5
16429 2.6 27 1.5
16430 2.65 27 1.5
16431 2.7 27 1.5
16432 2.75 27 1.5
16433 2.8 27 1.5
16434 2.85 27 1.5
16435 2.9 27 1.5
16436 2.95 27 1.5
16437 3 27 1.5
16438 3.05 27 1.5
16439 3.1 27 1.5
16440 3.15 27 1.5
16441 3.2 27 1.5
16442 3.25 27 1.5
16443 3.3 27 1.5
16444 3.35 27 1.5
16445 3.4 27 1.5
16446 3.45 27 1.5
16447 3.5 27 1.5
16448 3.55 27 1.5
16449 3.6 27 1.5
16450 3.65 27 1.5
16451 3.7 27 1.5
16452 3.75 27 1.5
16453 3.8 27 1.5
16454 3.85 27 1.5
16455 3.9 27 1.5
16456 3.95 27 1.5
16457 4 27 1.5
16458 4.05 27 1.5
16459 4.1 27 1.5
16460 4.15 27 1.5
16461 4.2 27 1.5
16462 4.25 27 1.5
16463 4.3 27 1.5
16464 4.35 27 1.5
16465 4.4 27 1.5
16466 4.45 27 1.5
16467 4.5 27 1.5
16468 4.55 27 1.5
16469 4.6 27 1.5
16470 4.65 27 1.5
16471 4.7 27 1.5
16472 4.75 27 1.5
16473 4.8 27 1.5
16474 4.85 27 1.5
16475 4.9 27 1.5
16476 4.95 27 1.5
16477 5 27 1.5
16478 5.05 27 1.5
16479 5.1 27 1.5
16480 5.15 27 1.5
16481 5.2 27 1.5
16482 5.25 27 1.5
16483 5.3 27 1.5
16484 5.35 27 1.5
16485 5.4 27 1.5
16486 5.45 27 1.5
16487 5.5 27 1.5
16488 5.55 27 1.5
16489 5.6 27 1.5
16490 5.65 27 1.5
16491 5.7 27 1.5
16492 5.75 27 1.5
16493 5.8 27 1.5
16494 5.85 27 1.5
16495 5.9 27 1.5
16496 5.95 27 1.5
16497 6 27 1.5
16498 0.2 28 1.5
16499 0.25 28 1.5
16500 0.3 28 1.5
16501 0.35 28 1.5
16502 0.4 28 1.5
16503 0.45 28 1.5
16504 0.5 28 1.5
16505 0.55 28 1.5
16507 0.65 28 1.5
16508 0.7 28 1.5
16509 0.75 28 1.5
16510 0.8 28 1.5
16511 0.85 28 1.5
16512 0.9 28 1.5
16513 0.95 28 1.5
16514 1 28 1.5
16515 1.05 28 1.5
16516 1.1 28 1.5
16518 1.2 28 1.5
16519 1.25 28 1.5
16520 1.3 28 1.5
16521 1.35 28 1.5
16522 1.4 28 1.5
16523 1.45 28 1.5
16524 1.5 28 1.5
16526 1.6 28 1.5
16527 1.65 28 1.5
16528 1.7 28 1.5
16529 1.75 28 1.5
16530 1.8 28 1.5
16531 1.85 28 1.5
16532 1.9 28 1.5
16533 1.95 28 1.5
16534 2 28 1.5
16535 2.05 28 1.5
16536 2.1 28 1.5
16537 2.15 28 1.5
16538 2.2 28 1.5
16539 2.25 28 1.5
16540 2.3 28 1.5
16541 2.35 28 1.5
16542 2.4 28 1.5
16543 2.45 28 1.5
16544 2.5 28 1.5
16545 2.55 28 1.5
16546 2.6 28 1.5
16547 2.65 28 1.5
16548 2.7 28 1.5
16549 2.75 28 1.5
16550 2.8 28 1.5
16551 2.85 28 1.5
16552 2.9 28 1.5
16553 2.95 28 1.5
16554 3 28 1.5
16555 3.05 28 1.5
16556 3.1 28 1.5
16557 3.15 28 1.5
16558 3.2 28 1.5
16559 3.25 28 1.5
16560 3.3 28 1.5
16561 3.35 28 1.5
16562 3.4 28 1.5
16563 3.45 28 1.5
16564 3.5 28 1.5
16565 3.55 28 1.5
16566 3.6 28 1.5
16567 3.65 28 1.5
16568 3.7 28 1.5
16569 3.75 28 1.5
16570 3.8 28 1.5
16571 3.85 28 1.5
16572 3.9 28 1.5
16573 3.95 28 1.5
16574 4 28 1.5
16575 4.05 28 1.5
16576 4.1 28 1.5
16577 4.15 28 1.5
16578 4.2 28 1.5
16579 4.25 28 1.5
16580 4.3 28 1.5
16581 4.35 28 1.5
16582 4.4 28 1.5
16583 4.45 28 1.5
16584 4.5 28 1.5
16585 4.55 28 1.5
16586 4.6 28 1.5
16587 4.65 28 1.5
16588 4.7 28 1.5
16589 4.75 28 1.5
16590 4.8 28 1.5
16591 4.85 28 1.5
16592 4.9 28 1.5
16593 4.95 28 1.5
16594 5 28 1.5
16595 5.05 28 1.5
16596 5.1 28 1.5
16597 5.15 28 1.5
16598 5.2 28 1.5
16599 5.25 28 1.5
16600 5.3 28 1.5
16601 5.35 28 1.5
16602 5.4 28 1.5
16603 5.45 28 1.5
16604 5.5 28 1.5
16605 5.55 28 1.5
16606 5.6 28 1.5
16607 5.65 28 1.5
16608 5.7 28 1.5
16610 5.8 28 1.5
16611 5.85 28 1.5
16612 5.9 28 1.5
16613 5.95 28 1.5
16614 6 28 1.5
16615 0.2 29 1.5
16616 0.25 29 1.5
16617 0.3 29 1.5
16618 0.35 29 1.5
16619 0.4 29 1.5
16620 0.45 29 1.5
16622 0.55 29 1.5
16623 0.6 29 1.5
16624 0.65 29 1.5
16625 0.7 29 1.5
16626 0.75 29 1.5
16627 0.8 29 1.5
16628 0.85 29 1.5
16629 0.9 29 1.5
16630 0.95 29 1.5
16631 1 29 1.5
16632 1.05 29 1.5
16633 1.1 29 1.5
16634 1.15 29 1.5
16636 1.25 29 1.5
16637 1.3 29 1.5
16638 1.35 29 1.5
16639 1.4 29 1.5
16640 1.45 29 1.5
16641 1.5 29 1.5
16642 1.55 29 1.5
16643 1.6 29 1.5
16644 1.65 29 1.5
16645 1.7 29 1.5
16646 1.75 29 1.5
16647 1.8 29 1.5
16648 1.85 29 1.5
16649 1.9 29 1.5
16650 1.95 29 1.5
16651 2 29 1.5
16652 2.05 29 1.5
16653 2.1 29 1.5
16654 2.15 29 1.5
16655 2.2 29 1.5
16656 2.25 29 1.5
